ID GNB,Comercio,Categoría web,Resumen web,Vigencia web final,Vigencia PDF,Vigencia PDF final,Beneficio PDF,Condiciones PDF,PDF páginas,PDF SHA256,URL promoción,URL bases,Alertas
264,El Molinillo,Días GNB,Todos los días 20% de reintegro.,2026-12-31,Del 01 de enero al 31 de diciembre del 2026.,2026-12-31,• 20% de reintegro para pagos realizados con las tarjetas de crédito Mastercard del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Mastercard del Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito físicas, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora • Pagos realizados en todas las sucursales de El Molinillo. • No participan de la promoción las tarjetas débito y crédito Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet Card y Prepagas. • No acumulable con otras promociones. • Beneficio valido todos los días dentro del periodo de la promoción. • No aplica para pagos realizado a través de plataformas de terceros. • Tope de compra mensual: Gs 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito (Incluye titulares y adicionales) equivalente a un reintegro máximo mensual en el extracto de Gs 200.000 (guaraníes doscientos mil) pagos con tarjetas de crédito Banco GNB Mastercard. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,b721cd2140744c0442060047edbc815b11badf1f3a9da69a3e450a4d5642ee1d,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/264,https://www.beneficiosbancognb.com.py/imagenes/3904_bases-y-condiciones-el-molinillo-julio.pdf,
272,Centros de Enseñanzas,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",10,14192550296d1670566b2e94f53c2ec145a9eabed0afe6afbeac92d268ecb0b3,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/272,https://www.beneficiosbancognb.com.py/imagenes/3820_bases-y-condiciones-centros-de-ense%C3%B1anzas.pdf,
582,Sport House,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/582,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
52,Tonina,Días GNB,20% off todos los miércoles + 12 cuotas sin intereses todos los días.,2026-12-30,,,,,1,d560f262643a02f8754890596380e09aeb624c36595332ce98264e425d5727b5,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/52,https://www.beneficiosbancognb.com.py/imagenes/2543_bases-y-condiciones-tonina-julio.pdf,nonstandard_sections
436,Patrol Jeans,Días GNB,Hasta 25% de descuento + hasta 6 cuotas sin intereses.,2026-11-27,Del 08 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con las tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. • No acumulable con otras promociones. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • Tope de compra mensual: Gs. 1.000.000 (guaraníes un millón) por cuenta de tarjeta de crédito (incluye titulares y adicionales). • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,0ebb03a26368fb0a9039d13f004c3c88f035ab77ef920092b46249e9761920ec,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/436,https://www.beneficiosbancognb.com.py/imagenes/4598_bases-y-condiciones-patrol-jeans.pdf,
451,Subway,Días GNB,Hasta 25% de reintegro de lunes a viernes.,2026-12-31,Del 01 de julio al 31 de diciembre del 2026.,2026-12-31,"• 25% de reintegro para tarjetas de crédito afinidades MasterCard Black, Black Premier y Metalcard Premier; Visa Platinum e Infinite del Banco GNB Paraguay. • 20% de reintegro para tarjetas de crédito afinidades Mastercard Clásicas y Oro; Visa Clásicas, Oro y Experience del Banco GNB Paraguay. • 10% de reintegro para pagos con tarjetas prepagas del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito y prepagas Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • El beneficio aplica de Lunes a Viernes durante el periodo de la promoción. • No participan las tarjetas de débito y afinidades Empresariales, Corporativas, Gift Card y Gourmet. • Aplica única y exclusivamente para compras realizadas en locales, carry out, e-commerce y delivery directo de Subway. No aplica para compras realizadas a través de plataformas de terceros. • Tope de compra mensual: Gs. 600.000 (guaranies seiscientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales). • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,f4de9b30873aaf520d3e064cf2171fa766e59c75ef4e9ce343788a5a3f3cc16f,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/451,https://www.beneficiosbancognb.com.py/imagenes/4642_bases-y-condiciones-subway-julio.pdf,
533,Meyer Lab,Días GNB,20% de reintegro + Hasta 12 cuotas sin intereses de lunes a sábados.,2026-12-31,Del 27 de marzo al 31 de diciembre del 2026.,2026-12-31,• 20% de reintegro para pagos con tarjetas de crédito Mastercard del Banco GNB Paraguay. • Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica los días de lunes a sábados durante el periodo de promoción. • No acumulable con otras promociones. • Tope de compra mensual: Gs. 500.000 (guaraníes quinientos mil) por cuenta de tarjeta de crédito (Incluye titulares y adicionales). • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,cd41a25643ac0db2cce82bce076032bb42b6c01a628d884ae28d0e0d2868e3fd,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/533,https://www.beneficiosbancognb.com.py/imagenes/4917_bases-y-condiciones-meyer-lab-004-.pdf,
584,Rondina,Días GNB,Hasta 25% de descuento + Hasta 6 cuotas sin intereses.,2026-11-26,Del 03 de septiembre al 26 de noviembre del 2026.,2026-11-26,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay. • 20% de descuento para pagos con tarjetas de crédito afinidades Clásicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • El beneficio de descuento aplica únicamente el primer y último jueves de cada mes durante el periodo de promoción. • El beneficio de cuotas sin intereses aplica todos los días durante el periodo de promoción. • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,9f3b6b515448ddf4e8fd74c922a89a2cd4abce3b953fb164cbcde4107b31adff,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/584,https://www.beneficiosbancognb.com.py/imagenes/4835_bases-y-condiciones-eneache-rondina-rdn-estilo-sur.pdf,
474,Springfield,Días GNB,Hasta 25% de descuento los jueves y viernes + Hasta 6 cuotas sin intereses todos los días.,2026-11-27,Del 03 de septiembre al 27 de noviembre del 2026.,2026-11-27,• Hasta 25% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay todos los jueves y viernes. 20% de descuento para pagos con tarjetas de crédito del Banco GNB Paraguay (5% en caja + 15% con tarjetas de crédito físicas). +5% de descuento adicional para pagos con QR con tarjetas de crédito a través de la App Banco GNB Personas. • Hasta 6 cuotas sin intereses todos los días para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de descuento aplica todos los jueves y viernes dentro del periodo de la promoción. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Tope de compra mensual: Gs. 2.500.000 (guaraníes dos millones quinientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales), el cual aplica en forma conjunta a todos los locales de los comercios adheridos (Springfield, Women Secret, Forever 21, Jack & Jones). • El descuento en caja no aplica en la compra de Gift Cards. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,c54704675bb77482f7534b7b8d03e2a0dc3bc8b8f68dd591128a1eddcc4f5c80,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/474,https://www.beneficiosbancognb.com.py/imagenes/4260_bases-y-condiciones-springfield-women-secret-forever-21-jack-jones-septiembre.pdf,
477,Malandras Grill,Días GNB,30% de reintegro de miércoles a domingos.,2026-11-01,Del 22 de abril al 1 de noviembre del 2026.,2026-11-01,"• 30% de reintegro para pagos con tarjetas de crédito Mastercard afinidades Black, Black Premier y Metalcard Premier y Visa afinidades Platinum e Infinite Premier del Banco GNB Paraguay.","• Exclusivo para pagos realizados con tarjetas de crédito del Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito; tarjetas de crédito Clásicas y Oro; afinidades Empresariales, Corporativas, Gift Card, Gourmet Card y Prepagas . • La promoción aplica de miércoles a domingos dentro del periodo de vigencia de la promoción. • Beneficio no acumulable con otras promociones. • No aplica para pagos realizados a través de plataformas de terceros (Pedidos Ya, Monchis, entre otros) y/o e- commerce. • Tope de compra mensual: Gs. 2.000.000 (guaranies dos millones) por cuenta de tarjeta de crédito (incluye titulares y adicionales). • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,aef3e50ec0b8c2abe71ba79504cafdf782173ed407bd12cb592a91e114795605,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/477,https://www.beneficiosbancognb.com.py/imagenes/4719_bases-y-condiciones-malandras-grill.pdf,
431,Asado Benitez,Días GNB,20% de reintegro todos los días.,2026-12-31,Del 01 de agosto al 31 de diciembre del 2026.,2026-12-31,"• 20% de reintegro para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito; Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros y/o e-commerce. • No acumulable con otras promociones. • Beneficio aplica única y exclusivamente en pagos para el servicio de catering. • La promoción aplica todos los días dentro del periodo de vigencia de la promoción. • Tope de compra mensual: Gs. 2.000.000 (guaraníes dos millones) por cuenta de tarjeta de crédito Incluye titulares y adicionales. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,530becd52c433b740e6ceae9157395241a59e9dab0b350bd125c01a76576429f,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/431,https://www.beneficiosbancognb.com.py/imagenes/4583_bases-y-condiciones-asado-benitez-002-.pdf,
663,Fixocargo,Días GNB,20% de descuento + Hasta 12 cuotas sin intereses.,2027-02-28,Del 07 de septiembre del 2026 al 28 de febrero del 2027.,2027-02-28,• 20% de descuento para pagos con las tarjetas de crédito Mastercard del Banco GNB Paraguay. • Hasta 6 cuotas sin intereses con las tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Tope de compra mensual: Gs. 700.000 (guaranies setecientos mil) por cuenta de tarjeta de crédito (incluye titulares y adicionales) • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,d98d59948d3fb86068261a25323b414e2ffa7a95d591231e770b876d0cf93d28,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/663,https://www.beneficiosbancognb.com.py/imagenes/5332_bases-y-condiciones-fixocargo-002-.pdf,
141,Shopping China,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,19232fbbd50e715e31e8150dfbf86f1727ca701af01926b59c5761d200382374,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/141,https://www.beneficiosbancognb.com.py/imagenes/1652_bases-y-condiciones-shopping-china.pdf,
57,Grupo Garden,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,e13ba3f80564208613b5e207487d1fdb22fd005a215c1bc71d97796fff445eed,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/57,https://www.beneficiosbancognb.com.py/imagenes/2109_bases-y-condiciones-garden.pdf,
168,CAT,Días GNB,25% off los viernes + 6 cuotas sin intereses,2026-11-27,Del 23 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Beneficio no aplica a compras e-commerce. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier el cual aplica en forma conjunta a todos los locales de los comercios adheridos. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,11b191cdb4eee120e25a7d5b60ba1f04d82c5387023f48a679d29f0599c4bbd8,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/168,https://www.beneficiosbancognb.com.py/imagenes/2843_bases-y-condiciones-guatapora-agosto-2026.pdf,
287,La Casita Gourmet de Yudith,Días GNB,Hasta 20% off de lunes a sábado.,2026-12-31,Del 01 de julio al 31 de diciembre del 2026.,2026-12-31,"• 20% de descuento para pagos con tarjetas de crédito Mastercard Clásicas, Oro, Black, Black Premier y Metalcard Premier del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Mastercard Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito Visa, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • No aplica para pagos realizados a través de plataformas de terceros (Pedidos Ya, Monchis, entre otros) y/o e-commerce. • No acumulable con otras promociones. • La promoción aplica de lunes a sábados dentro del periodo de vigencia de la promoción. • Tope de compra mensual: Gs.500.000, el cual aplica en forma conjunta a todos los locales del comercio y delivery directo de LA CASITA GOURMET DE YUDITH. • Tope de descuento por mes equivalente a un máximo de Gs.100.000. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,920e1ee2c43fb16fdb4c02f1c6f4818175f7b1a3ed9fd4a167c30086f7b4b97f,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/287,https://www.beneficiosbancognb.com.py/imagenes/3912_bases-y-condiciones-la-casita-gourmet-de-yudith-julio.pdf,
169,Crocs,Días GNB,Hasta 25% off los viernes + 6 cuotas sin intereses todos los días.,2026-11-27,Del 23 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Beneficio no aplica a compras e-commerce. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier el cual aplica en forma conjunta a todos los locales de los comercios adheridos. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",2,11b191cdb4eee120e25a7d5b60ba1f04d82c5387023f48a679d29f0599c4bbd8,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/169,https://www.beneficiosbancognb.com.py/imagenes/2847_bases-y-condiciones-guatapora-agosto-2026.pdf,
309,Chacomer,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 06 de julio al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • Beneficio aplica todos los días durante el periodo de promoción. • Beneficio aplica única y exclusivamente en las sucursales detalladas en el punto número 5. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",4,f93b5e1439e739800cd61bb99bfcc9d0d10a08d9f7f3ece59e938c2e9b5f67d6,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/309,https://www.beneficiosbancognb.com.py/imagenes/4119_bases-y-condiciones-chacomer-002-.pdf,
51,Achon,Cuotas sin intereses,Hasta 12 cuotas sin intereses todos los días.,2026-12-31,Del 05 de enero al 31 de diciembre del 2026.,2026-12-31,• Hasta 12 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.,"• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito, de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción aplica todos los días durante el periodo de promoción. • No acumulable con otras promociones. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",1,8a041bb7d7cfd3cdd6e0513f7e1ac62e088a0044d3a2d19532dd69db4c7a7c10,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/51,https://www.beneficiosbancognb.com.py/imagenes/1980_bases-y-condiciones-achon.pdf,
581,Skechers,Días GNB,25% off los jueves y viernes + 6 cuotas sin intereses,2026-11-27,Del 22 de enero al 27 de noviembre del 2026.,2026-11-27,"• 25% de descuento para pagos con tarjetas de crédito afinidades Black, Black Premier y Metalcard Premier del Banco GNB Paraguay los días jueves y viernes. • 20% de descuento para pagos con tarjetas de crédito afinidades Clàsicas, Oro, Experience, Platinum e Infinite del Banco GNB Paraguay los días jueves y viernes. • Hasta 6 cuotas sin intereses para pagos con tarjetas de crédito del Banco GNB Paraguay.","• Pagos realizados con tarjetas de crédito Banco GNB Paraguay S.A.E.C.A. • Pagos realizados con tarjetas de crédito física, Apple Pay, Google Pay y/o QR en POS adheridos a la procesadora . • No participan de la promoción las tarjetas de débito y crédito de afinidades Empresariales, Corporativas, Gift Card, Gourmet y Prepagas. • La promoción de cuotas sin intereses aplica todos los días durante el periodo de promoción. • La promoción de descuento aplica todos los Jueves y Viernes dentro del periodo de la promoción. • No acumulable con otras promociones. • Los reintegros serán reflejados de manera automática en el extracto del cliente, en un período de 24 a 48hs hábiles luego de la compra. • El descuento en caja no aplica en la compra de Gift Cards. • Se excluyen de la promoción productos de la APF, Cerro Porteño, Olimpia y Libertad. • Tope de compra mensual: Gs. 1.500.000 (guaraníes un millón quinientos mil) para tarjetas de crédito Mastercard y Visa Clásicas, Oro Platinum e Infinite. y Gs. 3.000.000 (guaraníes tres millones) para tarjetas de crédito Mastercard Black, Black Premier y Metalcard Premier. • Los reclamos serán considerados válidos únicamente en base al último documento actualizado, el cual debe corresponder al que se encuentre vigente en la fecha de la compra reclamada.",3,246e0cb9de907eb5055ba296e58fbad623ba6cdd471b9de4161b3fba894f2a65,https://www.beneficiosbancognb.com.py/v2/beneficios/categorias/581,https://www.beneficiosbancognb.com.py/imagenes/3638_bases-y-condiciones-kemsa.pdf,
